,MATERIAL_NAME,DATE,INBOUND,OUTBOUND,BEFORE,AFTER,week,month,quarter,is_month_start,week_of_month,rolling_inbound_2,rolling_outbound_2,inbound_std_2,outbound_std_2,max_outbound_2,min_outbound_2,inbound_sum_2,outbound_sum_2,rolling_inbound_4,rolling_outbound_4,inbound_std_4,outbound_std_4,max_outbound_4,min_outbound_4,inbound_sum_4,outbound_sum_4,rolling_inbound_12,rolling_outbound_12,inbound_std_12,outbound_std_12,max_outbound_12,min_outbound_12,inbound_sum_12,outbound_sum_12,net_flow_2,net_flow_4,net_flow_12,weeks_since_last_inbound,weeks_since_last_outbound,OUTBOUND_target
11,MAT-0001,2024-03-25,0.0,84.23,1637.285,1553.055,2024-03-25,3,1,0,5,0.0,144.88,0.0,85.77205255792826,205.53,84.23,0.0,289.76,57.375,142.9625,114.75,57.02082273170016,205.53,84.23,229.5,571.85,161.5,192.70583333333332,491.62582778517094,142.96195822400594,463.24,0.0,1938.0,2312.47,-289.76,-342.35,-374.4699999999998,2,0,187.5
12,MAT-0001,2024-04-01,510.0,187.5,1553.055,1875.5550000000003,2024-04-01,4,2,1,1,255.0,135.865,360.62445840513925,73.02291729313484,187.5,84.23,510.0,271.73,184.875,145.9475,242.25,59.55242417399962,205.53,84.23,739.5,583.79,61.625,185.82666666666668,155.85499160787552,140.87274782152818,463.24,0.0,739.5,2229.92,238.26999999999998,155.71000000000004,-1490.42,0,0,99.0
13,MAT-0001,2024-04-08,255.0,99.0,1875.5550000000003,2031.5550000000003,2024-04-08,4,2,0,2,382.5,143.25,180.31222920256963,62.57895013500954,187.5,99.0,765.0,286.5,191.25,144.065,244.14391247786622,61.30695148186683,205.53,84.23,765.0,576.26,82.875,155.47333333333333,163.86692563840288,111.93393192035875,375.02,0.0,994.5,1865.68,478.5,188.74,-871.1800000000001,0,0,288.04
14,MAT-0001,2024-04-15,0.0,288.04,2031.5550000000003,1743.5150000000003,2024-04-15,4,2,0,3,127.5,193.51999999999998,180.31222920256963,133.671465915505,288.04,99.0,255.0,387.03999999999996,191.25,164.6925,244.14391247786622,94.02926189047028,288.04,84.23,765.0,658.77,82.875,148.225,163.86692563840288,98.42578122164387,294.0,0.0,994.5,1778.7,-132.03999999999996,106.23000000000002,-784.2,1,0,306.0
15,MAT-0001,2024-04-22,0.0,306.0,1743.5150000000003,1437.5150000000003,2024-04-22,4,2,0,4,0.0,297.02,0.0,12.69963779011083,306.0,288.04,0.0,594.04,191.25,220.135,244.14391247786622,96.12945906432628,306.0,99.0,765.0,880.54,82.875,149.225,163.86692563840288,100.0884056948928,306.0,0.0,994.5,1790.7,-594.04,-115.53999999999996,-796.2,2,0,93.06
16,MAT-0001,2024-04-29,0.0,93.06,1437.5150000000003,1344.4550000000004,2024-04-29,4,2,0,5,0.0,199.52999999999997,0.0,150.57131798586343,306.0,93.06,0.0,399.05999999999995,63.75,196.525,127.5,116.29832715907818,306.0,93.06,255.0,786.1,82.875,147.85500000000002,163.86692563840288,100.79163353626672,306.0,0.0,994.5,1774.2600000000002,-399.05999999999995,-531.1,-779.7600000000002,3,0,19.5
17,MAT-0001,2024-05-06,612.0,19.5,1344.4550000000004,1936.9550000000004,2024-05-06,5,2,0,2,306.0,56.27999999999997,432.7493500861671,52.01477482408229,93.06,19.5,612.0,112.55999999999995,153.0,176.65,306.0,142.38745871740244,306.0,19.5,612.0,706.6,133.875,149.48000000000002,221.00371500374058,98.31799280442468,306.0,0.0,1606.5,1793.7600000000002,499.44000000000005,-94.60000000000002,-187.26000000000022,0,0,289.53
18,MAT-0001,2024-05-13,255.0,289.53,1936.9550000000004,1902.4250000000004,2024-05-13,5,2,0,3,433.5,154.51499999999996,252.43712088359746,190.94004412380337,289.53,19.5,867.0,309.0299999999999,216.75,177.02249999999998,289.62432563581393,142.77741706936703,306.0,19.5,867.0,708.0899999999999,155.125,173.6075,219.2132756638447,93.71853499854082,306.0,19.5,1861.5,2083.29,557.97,158.91000000000008,-221.78999999999996,0,0,45.14
19,MAT-0001,2024-05-20,484.5,45.14,1902.4250000000004,2341.7850000000003,2024-05-20,5,2,0,4,369.75,167.33499999999995,162.28100628231266,172.8098262541803,289.53,45.14,739.5,334.6699999999999,337.875,111.80749999999999,269.364181917344,122.34103410140021,289.53,19.5,1351.5,447.22999999999996,195.5,158.30166666666668,232.27364347800096,98.74676609971341,306.0,19.5,2346.0,1899.6200000000001,404.8300000000001,904.27,446.3799999999999,0,0,201.06
20,MAT-0001,2024-05-27,0.0,201.06,2341.7850000000003,2140.725,2024-05-27,5,2,0,5,242.25,123.09999999999997,342.59323548488226,110.25208932260642,201.06,45.14,484.5,246.19999999999993,337.875,138.8075,269.364181917344,128.58269177848152,289.53,19.5,1351.5,555.23,195.5,160.42666666666665,232.27364347800096,99.42397710935938,306.0,19.5,2346.0,1925.12,238.30000000000007,796.27,420.8800000000001,1,0,133.5
21,MAT-0001,2024-06-03,0.0,133.5,2140.725,2007.225,2024-06-03,6,2,0,2,0.0,167.27999999999997,0.0,47.772134136963054,201.06,133.5,0.0,334.55999999999995,184.875,167.3075,233.1309985823421,103.513953769528,289.53,45.14,739.5,669.23,176.375,162.67416666666665,238.58228283302645,98.39437303371044,306.0,19.5,2116.5,1952.09,-334.55999999999995,70.26999999999998,164.41000000000008,2,0,144.0
22,MAT-0001,2024-06-10,0.0,144.0,2007.225,1863.225,2024-06-10,6,2,0,3,0.0,138.74999999999997,0.0,7.424621202457901,144.0,133.5,0.0,277.49999999999994,121.125,130.925,242.25,64.43490436091278,201.06,45.14,484.5,523.7,176.375,157.54666666666665,238.58228283302645,97.5577153496453,306.0,19.5,2116.5,1890.56,-277.49999999999994,-39.200000000000045,225.94000000000005,3,0,243.03
23,MAT-0001,2024-06-17,0.0,243.03,1863.225,1620.195,2024-06-17,6,2,0,4,0.0,193.515,0.0,70.02478454090375,243.03,144.0,0.0,387.03,0.0,180.3975,0.0,51.23124852080012,243.03,133.5,0.0,721.59,176.375,170.78,238.58228283302645,97.47876197594854,306.0,19.5,2116.5,2049.36,-387.03,-721.59,67.13999999999987,4,0,106.26
24,MAT-0001,2024-06-24,0.0,106.26,1620.195,1513.935,2024-06-24,6,2,0,5,0.0,174.64499999999998,0.0,96.71099446288406,243.03,106.26,0.0,349.28999999999996,0.0,156.6975,0.0,59.71206599172383,243.03,106.26,0.0,626.79,133.875,164.01,218.31254961220588,99.02087778021173,306.0,19.5,1606.5,1968.12,-349.28999999999996,-626.79,-361.6199999999999,5,0,147.78
25,MAT-0001,2024-07-01,0.0,147.78,1513.935,1366.155,2024-07-01,7,3,1,1,0.0,127.01999999999997,0.0,29.359073554865248,147.78,106.26,0.0,254.03999999999994,0.0,160.26749999999998,0.0,58.272379606465215,243.03,106.26,0.0,641.0699999999999,112.625,168.07500000000002,217.86079010146915,97.09194269538348,306.0,19.5,1351.5,2016.9,-254.03999999999994,-641.0699999999999,-665.4000000000001,6,0,222.0
26,MAT-0001,2024-07-08,0.0,222.0,1366.155,1144.155,2024-07-08,7,3,0,2,0.0,184.88999999999996,0.0,52.48146529966547,222.0,147.78,0.0,369.7799999999999,0.0,179.76749999999998,0.0,63.802509550957204,243.03,106.26,0.0,719.0699999999999,112.625,162.5716666666667,217.86079010146915,91.37742060799096,306.0,19.5,1351.5,1950.8600000000001,-369.7799999999999,-719.0699999999999,-599.3600000000001,7,0,231.0
27,MAT-0001,2024-07-15,969.0,231.0,1144.155,1882.155,2024-07-15,7,3,0,3,484.5,226.49999999999997,685.1864709697645,6.363961030678402,231.0,222.0,969.0,452.99999999999994,242.25,176.76,484.5,59.99645989556371,231.0,106.26,969.0,707.04,193.375,156.3216666666667,325.3730114666998,82.84166878979914,289.53,19.5,2320.5,1875.8600000000001,516.0,261.96000000000004,444.6399999999999,0,0,138.0
28,MAT-0001,2024-07-22,255.0,138.0,1882.155,1999.155,2024-07-22,7,3,0,4,612.0,184.49999999999997,504.8742417671949,65.76093065034887,231.0,138.0,1224.0,368.99999999999994,306.0,184.695,458.0545819004543,48.576250369907974,231.0,138.0,1224.0,738.78,214.625,160.0666666666667,319.87619231366835,80.7102041913292,289.53,19.5,2575.5,1920.8000000000002,855.0,485.22,654.6999999999998,0,0,151.23
29,MAT-0001,2024-07-29,178.5,151.23,1999.155,2026.425,2024-07-29,7,3,0,5,216.75,144.61499999999995,54.09366876077089,9.355022715097666,151.23,138.0,433.5,289.2299999999999,350.625,185.5575,425.8703587947863,47.72549868780823,231.0,138.0,1402.5,742.23,178.5,171.04416666666668,294.3817095355806,67.77539141207964,289.53,45.14,2142.0,2052.53,144.2700000000001,660.27,89.4699999999998,0,0,217.51
30,MAT-0001,2024-08-05,0.0,217.51,2026.425,1808.915,2024-08-05,8,3,0,2,89.25,184.36999999999995,126.21856044179873,46.86703745704428,217.51,151.23,178.5,368.7399999999999,350.625,184.435,425.8703587947863,46.62272729045337,231.0,138.0,1402.5,737.74,157.25,165.0425,297.54415256777065,58.942561736752694,243.03,45.14,1887.0,1980.5099999999998,-190.2399999999999,664.76,-93.50999999999976,1,0,153.0
31,MAT-0001,2024-08-12,765.0,153.0,1808.915,2420.915,2024-08-12,8,3,0,3,382.5,185.25499999999997,540.9366876077089,45.61545845434407,217.51,153.0,765.0,370.50999999999993,299.625,164.935,328.1319284982795,35.683311225277045,217.51,138.0,1198.5,659.74,180.625,174.03083333333333,334.3336061888974,45.74177729550425,243.03,106.26,2167.5,2088.37,394.49000000000007,538.76,79.13000000000011,0,0,52.68
32,MAT-0001,2024-08-19,0.0,52.68,2420.915,2368.235,2024-08-19,8,3,0,4,382.5,102.83999999999997,540.9366876077089,70.93695228863439,153.0,52.68,765.0,205.67999999999995,235.875,143.605,362.64729765986124,68.00909571520548,217.51,52.68,943.5,574.42,180.625,161.66583333333332,334.3336061888974,56.54936885080359,243.03,52.68,2167.5,1939.99,559.32,369.08000000000004,227.51,1,0,105.16
33,MAT-0001,2024-08-26,0.0,105.16,2368.235,2263.075,2024-08-26,8,3,0,5,0.0,78.91999999999997,0.0,37.1089638766699,105.16,52.68,0.0,157.83999999999995,191.25,132.08749999999998,382.5,70.15453768882888,217.51,52.68,765.0,528.3499999999999,180.625,159.30416666666667,334.3336061888974,58.394277188208484,243.03,52.68,2167.5,1911.65,-157.83999999999995,236.6500000000001,255.8499999999999,2,0,153.0
34,MAT-0001,2024-09-02,0.0,153.0,2263.075,2110.075,2024-09-02,9,3,0,2,0.0,129.07999999999998,0.0,33.82798841196432,153.0,105.16,0.0,258.15999999999997,191.25,115.96,382.5,47.83625403394352,153.0,52.68,765.0,463.84,180.625,160.05416666666667,334.3336061888974,58.23743148967976,243.03,52.68,2167.5,1920.65,-258.15999999999997,301.16,246.8499999999999,3,0,184.5
35,MAT-0001,2024-09-09,0.0,184.5,2110.075,1925.575,2024-09-09,9,3,0,3,0.0,168.74999999999997,0.0,22.27386360737611,184.5,153.0,0.0,337.49999999999994,0.0,123.83500000000001,0.0,57.56917317453829,184.5,52.68,0.0,495.34000000000003,180.625,155.17666666666668,334.3336061888974,52.85891381495615,231.0,52.68,2167.5,1862.1200000000001,-337.49999999999994,-495.34000000000003,305.3799999999999,4,0,190.5
36,MAT-0001,2024-09-16,255.0,190.5,1925.575,1990.075,2024-09-16,9,3,0,4,127.5,187.49999999999997,180.31222920256963,4.242640687118562,190.5,184.5,255.0,374.99999999999994,63.75,158.29000000000002,127.5,39.052226569044485,190.5,105.16,255.0,633.1600000000001,201.875,162.1966666666667,329.8837346840413,51.34397837284824,231.0,52.68,2422.5,1946.3600000000001,-119.99999999999994,-378.1600000000001,476.1399999999999,0,0,91.53
37,MAT-0001,2024-09-23,0.0,91.53,1990.075,1898.545,2024-09-23,9,3,0,5,127.5,141.015,180.31222920256963,69.98235813403255,190.5,91.53,255.0,282.03,63.75,154.8825,127.5,45.324333696150276,190.5,91.53,255.0,619.53,201.875,157.50916666666666,329.8837346840413,55.20252867369111,231.0,52.68,2422.5,1890.11,-27.029999999999973,-364.53,532.3900000000001,1,0,226.61
38,MAT-0001,2024-09-30,0.0,226.61,1898.545,1671.935,2024-09-30,9,3,0,6,0.0,159.07,0.0,95.5159840026788,226.61,91.53,0.0,318.14,63.75,173.285,127.5,57.58925854705882,226.61,91.53,255.0,693.14,201.875,157.89333333333335,329.8837346840413,55.70588141518288,231.0,52.68,2422.5,1894.72,-318.14,-438.14,527.78,2,0,15.0
39,MAT-0001,2024-10-07,0.0,15.0,1671.935,1656.935,2024-10-07,10,4,0,2,0.0,120.80499999999998,0.0,149.6308659668853,226.61,15.0,0.0,241.60999999999996,63.75,130.91,127.5,96.08220542847661,226.61,15.0,255.0,523.64,121.125,139.89333333333332,227.85203781481454,64.18759258941118,226.61,15.0,1453.5,1678.7199999999998,-241.60999999999996,-268.64,-225.2199999999998,3,0,205.53
40,MAT-0001,2024-10-14,102.0,205.53,1656.935,1553.405,2024-10-14,10,4,0,3,51.0,110.26499999999997,72.12489168102785,134.72505501947285,205.53,15.0,102.0,220.52999999999994,25.5,134.66750000000002,51.0,99.42513376908268,226.61,15.0,102.0,538.6700000000001,108.375,145.52083333333334,223.9266443401825,66.90908328855765,226.61,15.0,1300.5,1746.25,-118.52999999999994,-436.6700000000001,-445.75,0,0,174.05
41,MAT-0001,2024-10-21,0.0,174.05,1553.405,1379.355,2024-10-21,10,4,0,4,51.0,189.78999999999996,72.12489168102785,22.259721471752325,205.53,174.05,102.0,379.5799999999999,25.5,155.2975,51.0,95.99274534220447,226.61,15.0,102.0,621.19,93.5,147.4225,224.7720056978951,67.40852550949049,226.61,15.0,1122.0,1769.0700000000002,-277.5799999999999,-519.19,-647.0700000000002,1,0,106.39
42,MAT-0001,2024-10-28,0.0,106.39,1379.355,1272.965,2024-10-28,10,4,0,5,0.0,140.21999999999997,0.0,47.842844815081705,174.05,106.39,0.0,280.43999999999994,25.5,125.2425,51.0,84.33480948971572,205.53,15.0,102.0,500.97,93.5,138.1625,224.7720056978951,64.4737012100846,226.61,15.0,1122.0,1657.95,-280.43999999999994,-398.97,-535.95,2,0,163.53
43,MAT-0001,2024-11-04,0.0,163.53,1272.965,1109.4350000000002,2024-11-04,11,4,0,2,0.0,134.95999999999998,0.0,40.4040814769992,163.53,106.39,0.0,269.91999999999996,25.5,162.375,51.0,41.36952944700548,205.53,106.39,102.0,649.5,29.75,139.04,76.75714358226949,64.76500050883257,226.61,15.0,357.0,1668.48,-269.91999999999996,-547.5,-1311.48,3,0,397.5
44,MAT-0001,2024-11-11,127.5,397.5,1109.4350000000002,839.4350000000002,2024-11-11,11,4,0,3,63.75,280.515,90.15611460128481,165.44177359421653,397.5,163.53,127.5,561.03,31.875,210.3675,63.75,128.24794381067738,397.5,106.39,127.5,841.47,40.375,167.775,80.97337525384529,93.2126978767085,397.5,15.0,484.5,2013.3000000000002,-433.53,-713.97,-1528.8000000000002,0,0,158.79
45,MAT-0001,2024-11-18,255.0,158.79,839.4350000000002,935.6450000000002,2024-11-18,11,4,0,4,191.25,278.145,90.15611460128481,168.79345973704076,397.5,158.79,382.5,556.29,95.625,206.5525,122.07195623893311,129.90466513947834,397.5,106.39,382.5,826.21,61.625,172.24416666666664,100.51619611693545,91.20161885109606,397.5,15.0,739.5,2066.93,-173.78999999999996,-443.71000000000004,-1327.4299999999998,0,0,54.06
46,MAT-0001,2024-11-25,1020.0,54.06,935.6450000000002,1901.5850000000005,2024-11-25,11,4,0,5,637.5,106.42499999999997,540.9366876077089,74.05529319366704,158.79,54.06,1275.0,212.84999999999994,350.625,193.47,458.2319963730163,145.1005341134208,397.5,54.06,1402.5,773.88,146.625,163.99916666666667,292.1897830489319,97.36365155794519,397.5,15.0,1759.5,1967.99,1062.15,628.62,-208.49,0,0,118.6
47,MAT-0001,2024-12-02,0.0,118.6,1901.5850000000005,1782.9850000000004,2024-12-02,12,4,0,2,510.0,86.32999999999997,721.2489168102785,45.636671657779644,118.6,54.06,1020.0,172.65999999999994,350.625,182.2375,458.2319963730163,149.8520738094738,397.5,54.06,1402.5,728.95,146.625,158.5075,292.1897830489319,97.95889046153259,397.5,15.0,1759.5,1902.09,847.34,673.55,-142.58999999999992,1,0,277.33
48,MAT-0001,2024-12-09,0.0,277.33,1782.9850000000004,1505.6550000000004,2024-12-09,12,4,0,3,0.0,197.96499999999997,0.0,112.23905937774066,277.33,118.6,0.0,395.92999999999995,318.75,152.195,482.7072093930233,93.91727654342043,277.33,54.06,1275.0,608.78,125.375,165.74333333333334,292.8633815062456,103.58236312961365,397.5,15.0,1504.5,1988.92,-395.92999999999995,666.22,-484.4200000000001,2,0,171.06
49,MAT-0001,2024-12-16,0.0,171.06,1505.6550000000004,1334.5950000000005,2024-12-16,12,4,0,4,0.0,224.19499999999994,0.0,75.14423763669437,277.33,171.06,0.0,448.3899999999999,255.0,155.2625,510.0,94.40360246480698,277.33,54.06,1020.0,621.05,125.375,172.3708333333333,292.8633815062456,100.91217085423911,397.5,15.0,1504.5,2068.45,-448.3899999999999,398.95000000000005,-563.9499999999998,3,0,78.0
50,MAT-0001,2024-12-23,0.0,78.0,1334.5950000000005,1256.5950000000005,2024-12-23,12,4,0,5,0.0,124.52999999999997,0.0,65.80335705722,171.06,78.0,0.0,249.05999999999995,0.0,161.2475,0.0,86.25618330492784,277.33,78.0,0.0,644.99,125.375,159.98666666666668,292.8633815062456,102.75278561438198,397.5,15.0,1504.5,1919.8400000000001,-249.05999999999995,-644.99,-415.34000000000015,4,0,117.0
51,MAT-0001,2024-12-30,0.0,117.0,1256.5950000000005,1139.5950000000005,2024-12-30,12,4,0,6,0.0,97.49999999999997,0.0,27.577164466275015,117.0,78.0,0.0,194.99999999999994,0.0,160.84750000000003,0.0,86.52317507465835,277.33,78.0,0.0,643.3900000000001,125.375,168.48666666666668,292.8633815062456,93.4681299435883,397.5,54.06,1504.5,2021.8400000000001,-194.99999999999994,-643.3900000000001,-517.3400000000001,5,0,51.0
52,MAT-0001,2025-01-06,0.0,51.0,1139.5950000000005,1088.5950000000005,2025-01-06,1,1,0,2,0.0,83.99999999999997,0.0,46.669047558311924,117.0,51.0,0.0,167.99999999999994,0.0,104.265,0.0,52.12409135898648,171.06,51.0,0.0,417.06,116.875,155.60916666666665,295.0753466951666,98.41477748039237,397.5,51.0,1402.5,1867.31,-167.99999999999994,-417.06,-464.80999999999995,6,0,0.0
53,MAT-0002,2024-03-18,148.5,0.0,1.175,149.675,2024-03-18,3,1,0,4,148.5,0.0,0.0,0.0,0.0,0.0,148.5,0.0,148.5,0.0,0.0,0.0,0.0,0.0,148.5,0.0,148.5,0.0,0.0,0.0,0.0,0.0,148.5,0.0,148.5,148.5,148.5,0,1,0.0
54,MAT-0002,2024-03-25,148.5,0.0,149.675,298.175,2024-03-25,3,1,0,5,148.5,0.0,0.0,0.0,0.0,0.0,297.0,0.0,148.5,0.0,0.0,0.0,0.0,0.0,297.0,0.0,148.5,0.0,0.0,0.0,0.0,0.0,297.0,0.0,297.0,297.0,297.0,0,2,0.0
55,MAT-0002,2024-04-01,0.0,0.0,,,2024-04-01,4,2,1,1,74.25,0.0,105.0053570062023,0.0,0.0,0.0,148.5,0.0,99.0,0.0,85.73651497465943,0.0,0.0,0.0,297.0,0.0,99.0,0.0,85.73651497465943,0.0,0.0,0.0,297.0,0.0,148.5,297.0,297.0,1,3,0.0
56,MAT-0002,2024-04-08,123.75,0.0,298.175,421.925,2024-04-08,4,2,0,2,61.875,0.0,87.50446417183525,0.0,0.0,0.0,123.75,0.0,105.1875,0.0,71.08896275090811,0.0,0.0,0.0,420.75,0.0,105.1875,0.0,71.08896275090811,0.0,0.0,0.0,420.75,0.0,123.75,420.75,420.75,0,4,0.0
57,MAT-0002,2024-04-15,0.0,0.0,,,2024-04-15,4,2,0,3,61.875,0.0,87.50446417183525,0.0,0.0,0.0,123.75,0.0,68.0625,0.0,79.2386624382315,0.0,0.0,0.0,272.25,0.0,84.15,0.0,77.47975542036771,0.0,0.0,0.0,420.75,0.0,123.75,272.25,420.75,1,5,0.0
58,MAT-0002,2024-04-22,0.0,0.0,,,2024-04-22,4,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9375,0.0,61.875,0.0,0.0,0.0,123.75,0.0,70.125,0.0,77.34787489000587,0.0,0.0,0.0,420.75,0.0,0.0,123.75,420.75,2,6,0.0
59,MAT-0002,2024-04-29,0.0,0.0,,,2024-04-29,4,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9375,0.0,61.875,0.0,0.0,0.0,123.75,0.0,60.107142857142854,0.0,75.41936327723046,0.0,0.0,0.0,420.75,0.0,0.0,123.75,420.75,3,7,0.0
60,MAT-0002,2024-05-06,0.0,0.0,,,2024-05-06,5,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.59375,0.0,72.98702642789138,0.0,0.0,0.0,420.75,0.0,0.0,0.0,420.75,4,8,0.0
61,MAT-0002,2024-05-13,0.0,0.0,,,2024-05-13,5,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.75,0.0,70.48803089886964,0.0,0.0,0.0,420.75,0.0,0.0,0.0,420.75,5,9,0.0
62,MAT-0002,2024-05-20,0.0,0.0,,,2024-05-20,5,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.075,0.0,68.0812474180666,0.0,0.0,0.0,420.75,0.0,0.0,0.0,420.75,6,10,0.0
63,MAT-0002,2024-05-27,0.0,0.0,,,2024-05-27,5,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.25,0.0,65.82163398154135,0.0,0.0,0.0,420.75,0.0,0.0,0.0,420.75,7,11,0.0
64,MAT-0002,2024-06-03,0.0,0.0,,,2024-06-03,6,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0625,0.0,63.72242050487411,0.0,0.0,0.0,420.75,0.0,0.0,0.0,420.75,8,12,0.0
65,MAT-0002,2024-06-10,0.0,0.0,,,2024-06-10,6,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6875,0.0,53.24867956109335,0.0,0.0,0.0,272.25,0.0,0.0,0.0,272.25,9,13,0.0
